listing_id,brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size
36,62710.0,for_sale,120000,3,2,2.74,947814.0,Cedar Bluff,Alabama,35959.0,1980
37,88491.0,for_sale,599900,3,2,329.0,1866257.0,Gaylesville,Alabama,35973.0,1980
38,62710.0,for_sale,90000,3,2,1.63,676811.0,Cedar Bluff,Alabama,35959.0,1980
39,62710.0,for_sale,85000,3,2,1.79,672932.0,Cedar Bluff,Alabama,35959.0,1980
40,88491.0,for_sale,32000,3,2,1.55,1847237.0,Fort Payne,Alabama,35967.0,1980
41,62710.0,for_sale,105000,3,2,0.8,962298.0,Cedar Bluff,Alabama,35959.0,1980
42,62710.0,for_sale,110000,3,2,0.91,969439.0,Cedar Bluff,Alabama,35959.0,1980
43,7501.0,for_sale,139900,3,2,64.0,1893467.0,Gaylesville,Alabama,35973.0,1980
44,76480.0,for_sale,90000,3,2,5.8,1961716.0,Mentone,Alabama,35984.0,1980
45,9153.0,for_sale,95900,3,2,0.7,1980571.0,Centre,Alabama,35960.0,1980
46,84177.0,for_sale,29900,3,2,1.0,1229070.0,Mentone,Alabama,35984.0,1980
47,62704.0,for_sale,55000,3,2,1.63,1864366.0,Cedar Bluff,Alabama,35959.0,1980
48,100350.0,for_sale,48000,3,2,2.26,1864369.0,Cedar Bluff,Alabama,35959.0,1980
49,62704.0,for_sale,55000,3,2,1.51,1864365.0,Cedar Bluff,Alabama,35959.0,1980
50,9153.0,for_sale,37500,3,2,11.0,1866262.0,Cedar Bluff,Alabama,35959.0,1980
51,56400.0,for_sale,15700,3,2,0.32,1891646.0,Cedar Bluff,Alabama,35959.0,1980
52,56400.0,for_sale,15700,3,2,0.32,1891659.0,Cedar Bluff,Alabama,35959.0,1980
53,88491.0,for_sale,400000,3,2,100.0,2000458.0,Fort Payne,Alabama,35967.0,1980
54,56400.0,for_sale,14000,3,2,0.7,1883751.0,Centre,Alabama,35960.0,1980
55,81685.0,for_sale,15000,3,2,0.52,1930366.0,Fort Payne,Alabama,35967.0,1980
56,102608.0,for_sale,489900,3,2,315.15,1866257.0,Gaylesville,Alabama,35973.0,1980
57,56295.0,for_sale,13900,3,2,0.92,1207852.0,Cedar Bluff,Alabama,35959.0,1980
58,106932.0,for_sale,93000,3,2,0.7,1922103.0,Cedar Bluff,Alabama,35959.0,1980
59,56400.0,for_sale,14000,3,2,0.47,1883755.0,Centre,Alabama,35960.0,1980
60,70230.0,for_sale,115000,3,2,3.7,334817.0,Fort Payne,Alabama,35967.0,1980
61,56295.0,for_sale,75000,3,2,4.88,1866102.0,Cedar Bluff,Alabama,35959.0,1980
62,95830.0,for_sale,89500,3,2,4.5,1316783.0,Cedar Bluff,Alabama,35959.0,1980
63,56401.0,for_sale,72000,3,2,2.2,5292.0,Centre,Alabama,35960.0,1980
64,42249.0,for_sale,50000,3,2,0.47,1891823.0,Cedar Bluff,Alabama,35959.0,1980
65,56400.0,for_sale,69500,3,2,0.25,1863895.0,Centre,Alabama,35960.0,1980
66,56400.0,for_sale,77400,3,2,0.25,1863897.0,Centre,Alabama,35960.0,1980
67,56400.0,for_sale,77400,3,2,0.25,1863896.0,Centre,Alabama,35960.0,1980
68,56295.0,for_sale,59900,3,2,1.0,1864364.0,Cedar Bluff,Alabama,35959.0,1980
69,88491.0,for_sale,79900,3,2,1.0,1864728.0,Mentone,Alabama,35984.0,1980
70,16598.0,for_sale,399900,4,3,0.7,1847093.0,Centre,Alabama,35960.0,2709
71,56400.0,for_sale,60000,3,2,10.0,1981015.0,Cedar Bluff,Alabama,35959.0,1980
72,62704.0,for_sale,65900,3,2,8.0,326654.0,Centre,Alabama,35960.0,1980
73,95880.0,for_sale,49900,3,2,7.1,1951778.0,Mentone,Alabama,35984.0,1980
74,88491.0,for_sale,22900,3,2,3.2,72401.0,Gaylesville,Alabama,35973.0,1980
75,56400.0,for_sale,28000,3,2,2.8,1864340.0,Cedar Bluff,Alabama,35959.0,1980
76,62704.0,for_sale,55000,3,2,2.61,1864354.0,Cedar Bluff,Alabama,35959.0,1980
77,56400.0,for_sale,110000,3,2,40.96,1866174.0,Gaylesville,Alabama,35973.0,1980
78,56400.0,for_sale,20000,3,2,0.47,1871403.0,Cedar Bluff,Alabama,35959.0,1980
79,16598.0,for_sale,28500,3,2,1.0,1768248.0,Fort Payne,Alabama,35967.0,1980
80,106932.0,for_sale,169000,2,1,0.7,1597743.0,Cedar Bluff,Alabama,35959.0,330
81,95880.0,for_sale,850000,1,2,15.0,1439859.0,Piedmont,Alabama,36272.0,1080
82,56400.0,for_sale,30000,3,2,0.93,1871402.0,Cedar Bluff,Alabama,35959.0,1980
84,51485.0,for_sale,589000,3,3,29.0,1028044.0,Centre,Alabama,35960.0,4108
85,9955.0,for_sale,369000,3,2,19.0,1100463.0,Fort Payne,Alabama,35967.0,1980
86,9955.0,for_sale,369000,3,2,19.0,1100464.0,Fort Payne,Alabama,35967.0,1980
87,56400.0,for_sale,38000,3,2,1.0,1935870.0,Cedar Bluff,Alabama,35959.0,1980
88,56400.0,for_sale,38000,3,2,0.58,1970888.0,Cedar Bluff,Alabama,35959.0,1980
89,95880.0,for_sale,1250000,5,5,16.3,1535690.0,Fort Payne,Alabama,35967.0,5348
90,108156.0,for_sale,74000,3,2,0.35,1952358.0,Mentone,Alabama,35984.0,1980
91,81685.0,for_sale,39900,3,2,0.45,1866105.0,Fort Payne,Alabama,35967.0,1980
92,83604.0,for_sale,179000,3,2,0.38,1658939.0,Cedar Bluff,Alabama,35959.0,1980
93,81685.0,for_sale,279000,3,2,0.49,1336746.0,Fort Payne,Alabama,35967.0,1917
94,93084.0,for_sale,320000,3,3,0.9,1609646.0,Fort Payne,Alabama,35967.0,2348
95,62710.0,for_sale,400000,3,2,1.13,1193848.0,Cedar Bluff,Alabama,35959.0,1807
96,9955.0,for_sale,10000,3,2,0.52,1930527.0,Fort Payne,Alabama,35967.0,1980
97,95829.0,for_sale,699900,4,3,10.0,306292.0,Centre,Alabama,35960.0,3710
98,51485.0,for_sale,799999,3,3,18.0,1808155.0,Centre,Alabama,35960.0,2700
99,108059.0,for_sale,159000,3,2,0.77,1866240.0,Mentone,Alabama,35984.0,1980
100,9153.0,for_sale,139900,4,3,3.0,1737143.0,Centre,Alabama,35960.0,1960
101,97180.0,for_sale,18900,3,2,1.0,1863390.0,Centre,Alabama,35960.0,1980
102,93084.0,for_sale,15900,3,2,1.0,1120807.0,Fort Payne,Alabama,35967.0,1980
103,88491.0,for_sale,35000,3,2,2.3,1838561.0,Valley Head,Alabama,35989.0,1980
104,56295.0,for_sale,99500,3,2,0.14,1951478.0,Cedar Bluff,Alabama,35959.0,1980
105,106932.0,for_sale,93000,3,2,0.7,1864215.0,Centre,Alabama,35960.0,1980
106,95880.0,for_sale,129000,3,2,0.34,1746279.0,Cedar Bluff,Alabama,35959.0,1980
107,52925.0,for_sale,145000,4,2,0.7,968912.0,Piedmont,Alabama,36272.0,2016
108,95830.0,for_sale,59900,2,1,0.49,1614184.0,Gaylesville,Alabama,35973.0,1600
109,54419.0,for_sale,120000,3,3,0.14,1468644.0,Fort Payne,Alabama,35967.0,1800
110,108059.0,for_sale,169000,3,2,0.37,898553.0,Fort Payne,Alabama,35967.0,1399
111,93133.0,for_sale,60000,3,2,40.0,1865023.0,Centre,Alabama,35960.0,1980
112,30676.0,for_sale,55000,3,2,11.0,1527807.0,Gaylesville,Alabama,35973.0,1980
113,88491.0,for_sale,119700,3,2,26.5,1923115.0,Fort Payne,Alabama,35967.0,1980
114,106932.0,for_sale,425000,3,2,26.0,1119754.0,Gaylesville,Alabama,35973.0,1812
115,56193.0,for_sale,625000,3,2,3.41,1805964.0,Gaylesville,Alabama,35973.0,4410
116,70230.0,for_sale,169900,2,2,0.2,204202.0,Fort Payne,Alabama,35967.0,1088
117,53016.0,for_sale,129900,5,2,0.29,1619858.0,Valley Head,Alabama,35989.0,1936
118,11145.0,for_sale,349900,3,2,23.0,1284872.0,Valley Head,Alabama,35989.0,2520
119,56400.0,for_sale,159000,3,1,0.72,353533.0,Centre,Alabama,35960.0,768
120,35658.0,for_sale,14999,3,2,0.98,1877398.0,Fort Payne,Alabama,35967.0,1980
121,82651.0,for_sale,240000,4,3,1.01,1068822.0,Henagar,Alabama,35978.0,2224
122,53557.0,for_sale,99900,3,2,0.28,1303936.0,Cedar Bluff,Alabama,35959.0,1280
123,56401.0,for_sale,205000,3,2,0.42,270258.0,Centre,Alabama,35960.0,1619
124,56401.0,for_sale,124500,4,2,1.0,1778591.0,Piedmont,Alabama,36272.0,1980
125,81685.0,for_sale,259900,3,2,0.55,1523599.0,Fort Payne,Alabama,35967.0,1797
126,81685.0,for_sale,214900,2,2,2.3,1241694.0,Mentone,Alabama,35984.0,920
127,62715.0,for_sale,74900,1,1,0.7,1452644.0,Centre,Alabama,35960.0,400
128,4630.0,for_sale,350000,4,2,1.64,1488304.0,Fort Payne,Alabama,35967.0,2207
129,93439.0,for_sale,185000,3,2,3.0,1290031.0,Henagar,Alabama,35978.0,1344
130,53487.0,for_sale,90000,3,2,13.7,1838543.0,Henagar,Alabama,35978.0,1980
131,100350.0,for_sale,189000,3,2,0.7,1098325.0,Centre,Alabama,35960.0,1980
132,95880.0,for_sale,147000,3,2,0.7,1866173.0,Cedar Bluff,Alabama,35959.0,1980
133,95880.0,for_sale,84900,3,2,0.9,1644684.0,Cedar Bluff,Alabama,35959.0,1980
134,70230.0,for_sale,548500,5,4,8.7,1338547.0,Fort Payne,Alabama,35968.0,4996
135,63624.0,for_sale,280000,3,2,0.86,1340186.0,Fort Payne,Alabama,35967.0,2127
136,106932.0,for_sale,75900,3,2,0.7,1260622.0,Centre,Alabama,35960.0,1980
137,30194.0,for_sale,199900,1,1,0.53,1236737.0,Centre,Alabama,35960.0,440
138,56193.0,for_sale,199900,4,4,1.0,1724953.0,Centre,Alabama,35960.0,1200
139,109999.0,for_sale,349900,5,4,3.0,1086886.0,Henagar,Alabama,35978.0,3200
140,56400.0,for_sale,669500,3,2,3.66,1631415.0,Gaylesville,Alabama,35973.0,3785
141,60737.0,for_sale,59000,3,2,2.0,1864343.0,Cedar Bluff,Alabama,35960.0,1980
142,58409.0,for_sale,940000,3,2,202.0,1865962.0,Mentone,Alabama,35984.0,1980
143,9153.0,for_sale,35000,3,2,1.34,1865827.0,Centre,Alabama,35960.0,1980
144,81685.0,for_sale,650000,3,2,44.12,1188657.0,Fort Payne,Alabama,35967.0,2323
145,105588.0,for_sale,100000,3,2,0.96,414027.0,Fort Payne,Alabama,35967.0,1352
146,44001.0,for_sale,99900,3,2,1.0,1692411.0,Fort Payne,Alabama,35967.0,1280
147,40309.0,for_sale,199900,3,4,1.01,1749625.0,Centre,Alabama,35960.0,2500
148,75300.0,for_sale,77500,2,1,0.7,620574.0,Centre,Alabama,35960.0,1082
149,106932.0,for_sale,289000,3,2,1.46,286245.0,Cedar Bluff,Alabama,35959.0,1475
150,51485.0,for_sale,399900,3,3,5.0,1445753.0,Centre,Alabama,35960.0,1900
151,91556.0,for_sale,139900,3,1,5.0,245173.0,Cedar Bluff,Alabama,35959.0,1376
152,106932.0,for_sale,159900,3,2,1.02,788576.0,Centre,Alabama,35960.0,1384
153,108059.0,for_sale,80000,2,1,0.28,441459.0,Fort Payne,Alabama,35967.0,997
154,100350.0,for_sale,222000,3,2,1.36,18718.0,Cedar Bluff,Alabama,35959.0,1680
155,63624.0,for_sale,300000,2,1,2.5,1407017.0,Mentone,Alabama,35984.0,1056
156,84182.0,for_sale,79500,1,1,0.7,1452646.0,Centre,Alabama,35960.0,364
157,84182.0,for_sale,169900,2,2,0.7,1452645.0,Centre,Alabama,35960.0,930
158,95880.0,for_sale,599900,4,3,6.38,860421.0,Gaylesville,Alabama,35973.0,3500
159,42246.0,for_sale,725000,3,2,2.73,323491.0,Mentone,Alabama,35984.0,2066
160,36810.0,for_sale,19900,2,1,1.47,1385886.0,Gaylesville,Alabama,35973.0,720
161,105588.0,for_sale,72000,3,1,0.7,524581.0,Henagar,Alabama,35978.0,756
162,76480.0,for_sale,29900,3,2,3.33,1981288.0,Mentone,Alabama,35984.0,1980
163,56400.0,for_sale,62700,2,1,0.16,1093863.0,Cedar Bluff,Alabama,35959.0,600
164,9153.0,for_sale,450000,4,4,0.67,1808643.0,Centre,Alabama,35960.0,3929
165,28815.0,for_sale,114400,2,2,1.3,434541.0,Henagar,Alabama,35978.0,1026
166,97180.0,for_sale,20900,3,2,1.0,1863391.0,Centre,Alabama,35960.0,1980
167,106932.0,for_sale,15000,3,2,0.7,1848850.0,County Road 380 Centre,Alabama,35960.0,1980
168,106932.0,for_sale,15000,3,2,0.7,1848848.0,County Road 380 Centre,Alabama,35960.0,1980
169,75300.0,for_sale,20000,3,2,4.43,1863913.0,Piedmont,Alabama,36272.0,1980
170,81686.0,for_sale,19700,3,2,2.2,1838561.0,Henagar,Alabama,35978.0,1980
171,106932.0,for_sale,15000,3,2,0.7,1848896.0,County Road 380 Centre,Alabama,35960.0,1980
172,76480.0,for_sale,91500,3,2,10.55,1864739.0,Mentone,Alabama,35984.0,1980
173,108156.0,for_sale,25000,3,2,1.42,1676650.0,Fort Payne,Alabama,35967.0,1980
174,88491.0,for_sale,55000,3,2,1.12,318068.0,Mentone,Alabama,35984.0,1980
175,46898.0,for_sale,45000,3,2,0.13,1864720.0,Cedar Bluff,Alabama,35959.0,1980
176,88491.0,for_sale,55000,3,2,1.1,350310.0,Mentone,Alabama,35984.0,1980
177,88491.0,for_sale,55000,3,2,1.14,367033.0,Mentone,Alabama,35984.0,1980
178,106932.0,for_sale,109000,3,2,0.7,253345.0,Centre,Alabama,35960.0,1980
179,95880.0,for_sale,39900,3,2,0.19,1891648.0,Cedar Bluff,Alabama,35959.0,1980
180,7502.0,for_sale,79900,3,2,0.16,1408065.0,Centre,Alabama,35960.0,1980
181,105497.0,for_sale,425000,5,3,5.03,720300.0,Section,Alabama,35771.0,2924
182,93240.0,for_sale,60000,3,2,1.72,3960.0,Pisgah,Alabama,35765.0,1980
183,53487.0,for_sale,65000,3,2,0.89,1378866.0,Ider,Alabama,35981.0,1980
184,109975.0,for_sale,549900,2,3,21.2,759759.0,Bryant,Alabama,35958.0,2820
185,28815.0,for_sale,48000,3,2,1.57,1624171.0,Bryant,Alabama,35958.0,1980
186,15564.0,for_sale,64900,2,1,0.69,30820.0,Bridgeport,Alabama,35740.0,1150
187,81685.0,for_sale,99000,3,2,11.2,1408495.0,Ider,Alabama,35981.0,1980
189,81884.0,for_sale,399000,3,2,70.0,1601623.0,Flat Rock,Alabama,35966.0,1400
190,81685.0,for_sale,149000,3,2,24.6,242648.0,Ider,Alabama,35981.0,1980
191,28815.0,for_sale,320000,1,1,17.0,1632506.0,Ider,Alabama,35981.0,384
192,82651.0,for_sale,755000,4,4,6.0,1086400.0,Bryant,Alabama,35958.0,6862
193,11291.0,for_sale,79900,3,2,15.0,1865477.0,Flat Rock,Alabama,35966.0,1980
194,109975.0,for_sale,18900,3,2,1.7,1968881.0,Bryant,Alabama,35958.0,1980
195,109855.0,for_sale,1500000,3,2,291.0,1863541.0,Ider,Alabama,35981.0,1980
196,82651.0,for_sale,550000,4,4,13.93,1114800.0,Flat Rock,Alabama,35966.0,2850
197,9955.0,for_sale,399900,4,3,1.5,1613183.0,Higdon,Alabama,35979.0,3098
198,11291.0,for_sale,99999,5,2,3.75,1548124.0,Flat Rock,Alabama,35966.0,1345
199,82651.0,for_sale,234000,2,1,0.8,1795321.0,Bryant,Alabama,35958.0,765
200,82651.0,for_sale,460000,3,3,23.0,1825774.0,Bryant,Alabama,35958.0,2601
201,82651.0,for_sale,215000,4,2,1.0,1640267.0,Ider,Alabama,35981.0,1754
202,8181.0,for_sale,258000,3,3,5.0,513852.0,Pisgah,Alabama,35765.0,1720
203,79352.0,for_sale,24900,3,2,0.34,1895445.0,Bridgeport,Alabama,35740.0,1980
204,9955.0,for_sale,280000,3,2,2.0,1825744.0,Bryant,Alabama,35958.0,1800
205,82651.0,for_sale,299900,3,3,2.0,423272.0,Flat Rock,Alabama,35966.0,2743
206,82651.0,for_sale,255000,2,2,18.0,501608.0,Higdon,Alabama,35979.0,1829
207,53487.0,for_sale,219900,3,2,0.7,1299552.0,Ider,Alabama,35981.0,6000
208,82651.0,for_sale,155000,2,2,1.0,1084834.0,Flat Rock,Alabama,35966.0,1292
209,82651.0,for_sale,499900,1,1,46.6,684070.0,Flat Rock,Alabama,35966.0,536
210,82651.0,for_sale,475000,4,3,6.38,907015.0,Bryant,Alabama,35958.0,2874
211,66231.0,for_sale,225000,4,2,0.71,668251.0,Bridgeport,Alabama,35740.0,2502
212,82651.0,for_sale,449000,2,1,40.0,162588.0,Flat Rock,Alabama,35966.0,1365
213,9955.0,for_sale,229000,2,1,0.74,592847.0,Flat Rock,Alabama,35966.0,1272
214,74959.0,for_sale,289900,3,3,0.42,610458.0,Phenix City,Alabama,36867.0,2263
215,53373.0,for_sale,229900,4,3,0.45,1157176.0,Phenix City,Alabama,36869.0,2498
216,53373.0,for_sale,199000,3,2,0.32,568613.0,Phenix City,Alabama,36867.0,1839
217,21977.0,for_sale,84000,2,1,0.7,737495.0,Phenix City,Alabama,36867.0,805
218,11541.0,for_sale,194500,3,2,0.7,1350533.0,Phenix City,Alabama,36870.0,1416
219,53070.0,for_sale,284900,4,3,0.13,568150.0,Phenix City,Alabama,36870.0,2640
220,51500.0,for_sale,349900,3,2,0.5,1074044.0,Phenix City,Alabama,36870.0,1450
221,85061.0,for_sale,299900,4,3,0.5,209698.0,Phenix City,Alabama,36870.0,2474
222,94685.0,ready_to_build,311299,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2141
223,94685.0,ready_to_build,378399,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2659
224,94685.0,ready_to_build,289999,3,2,0.7,1898579.0,Phenix City,Alabama,36867.0,1842
225,94685.0,ready_to_build,351199,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2519
226,94685.0,ready_to_build,317299,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2075
227,94685.0,ready_to_build,329099,3,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2251
228,94685.0,ready_to_build,356599,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2675
229,94685.0,ready_to_build,300399,3,2,0.7,1898579.0,Phenix City,Alabama,36867.0,1838
230,94685.0,ready_to_build,393499,5,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2852
231,94685.0,ready_to_build,399399,5,2,0.7,1898579.0,Phenix City,Alabama,36867.0,3016
232,94685.0,ready_to_build,403199,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,3066
233,94685.0,ready_to_build,342999,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2542
234,94685.0,ready_to_build,406999,5,2,0.7,1898579.0,Phenix City,Alabama,36867.0,3159
235,94685.0,ready_to_build,339599,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2607
236,94685.0,ready_to_build,384999,4,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2931
237,94685.0,ready_to_build,384299,5,2,0.7,1898579.0,Phenix City,Alabama,36867.0,3018
238,94685.0,ready_to_build,317399,3,2,0.7,1898579.0,Phenix City,Alabama,36867.0,2350
239,66127.0,for_sale,97500,3,2,2.0,491151.0,Eufaula,Alabama,36027.0,2022
240,43399.0,for_sale,119995,3,2,0.55,753276.0,Eufaula,Alabama,36027.0,2075
241,43399.0,for_sale,98900,2,2,0.27,1222343.0,Eufaula,Alabama,36027.0,1876
242,53372.0,for_sale,234000,3,2,0.39,1383588.0,Fort Mitchell,Alabama,36856.0,1821
243,69504.0,for_sale,490000,6,4,1.0,956712.0,Fort Mitchell,Alabama,36856.0,6897
244,16003.0,for_sale,225000,4,2,1.0,560942.0,Fort Mitchell,Alabama,36856.0,2058
245,98579.0,for_sale,285000,3,3,3.9,787573.0,Eufaula,Alabama,36027.0,2634
246,53372.0,for_sale,290000,4,3,1.0,1133533.0,Fort Mitchell,Alabama,36856.0,2742
247,21977.0,for_sale,259000,4,3,0.66,331071.0,Fort Mitchell,Alabama,36856.0,2458
248,66127.0,for_sale,149900,3,2,0.25,974380.0,Eufaula,Alabama,36027.0,1493
249,81920.0,for_sale,299000,4,3,0.38,1310869.0,Fort Mitchell,Alabama,36856.0,2618
250,56251.0,for_sale,398000,3,2,0.69,1801686.0,Eufaula,Alabama,36027.0,2827
251,21977.0,for_sale,230000,4,2,0.46,1667718.0,Fort Mitchell,Alabama,36856.0,1904
252,43399.0,for_sale,365000,4,2,1.22,202246.0,Eufaula,Alabama,36027.0,2799
253,85061.0,for_sale,289900,4,3,0.3,1229716.0,Fort Mitchell,Alabama,36856.0,2781
254,105651.0,for_sale,180000,3,1,8.0,1744273.0,Seale,Alabama,36875.0,1880
255,10107.0,for_sale,320000,4,4,0.46,697220.0,Fort Mitchell,Alabama,36856.0,3192
256,76231.0,for_sale,130000,3,2,17.0,1666903.0,Phenix City,Alabama,36869.0,1980
257,76232.0,for_sale,130000,3,2,17.0,1666903.0,Phenix City,Alabama,36869.0,1980
258,53372.0,for_sale,175000,3,2,0.81,1887784.0,Phenix City,Alabama,36867.0,1980
260,30618.0,for_sale,50000,3,2,2.32,1207484.0,Smiths Station,Alabama,36877.0,1980
261,30618.0,for_sale,45000,3,2,1.9,1210034.0,Smiths Station,Alabama,36877.0,1980
262,84099.0,for_sale,1000000,3,2,10.0,466551.0,Phenix City,Alabama,36869.0,1980
263,30618.0,for_sale,35000,3,2,0.77,1182270.0,Smiths Station,Alabama,36877.0,1980
264,81920.0,for_sale,40000,3,2,0.1,397527.0,Phenix City,Alabama,36867.0,1980
265,34222.0,for_sale,250000,3,2,4.78,1093591.0,Phenix City,Alabama,36870.0,1980
266,36024.0,for_sale,199000,3,2,0.7,1093590.0,Phenix City,Alabama,36870.0,1980
267,13048.0,for_sale,300000,3,2,1.71,1951060.0,Phenix City,Alabama,36867.0,1980
268,13048.0,for_sale,200000,3,2,1.2,1951058.0,Phenix City,Alabama,36867.0,1980
269,13048.0,for_sale,300000,3,2,1.19,1951059.0,Phenix City,Alabama,36867.0,1980
270,7660.0,for_sale,109900,3,2,0.7,1369377.0,Eufaula,Alabama,36027.0,1649
271,81313.0,for_sale,124900,2,2,8.0,289115.0,Pittsview,Alabama,36871.0,1600
272,43399.0,for_sale,169000,3,3,0.36,1774082.0,Eufaula,Alabama,36027.0,1478
273,66127.0,for_sale,132000,3,2,0.21,1167415.0,Eufaula,Alabama,36027.0,1558
274,21977.0,for_sale,298000,4,4,1.0,1446807.0,Seale,Alabama,36875.0,2637
275,108525.0,for_sale,219500,3,2,0.49,1177573.0,Eufaula,Alabama,36027.0,1649
276,21977.0,for_sale,294900,5,4,0.44,1071383.0,Fort Mitchell,Alabama,36856.0,3280
277,53373.0,for_sale,275000,3,3,0.42,562717.0,Fort Mitchell,Alabama,36856.0,2458
278,16003.0,for_sale,231900,4,3,0.33,919890.0,Fort Mitchell,Alabama,36856.0,1875
279,21977.0,for_sale,250000,4,2,0.7,915277.0,Fort Mitchell,Alabama,36856.0,2090
280,8785.0,for_sale,24500,3,2,2.3,595064.0,Eufaula,Alabama,36027.0,1980
281,43399.0,for_sale,189000,3,2,0.54,979894.0,Eufaula,Alabama,36027.0,1755
282,53372.0,for_sale,322000,4,3,0.41,483509.0,Fort Mitchell,Alabama,36856.0,3506
283,81920.0,for_sale,264500,4,2,0.7,654649.0,Fort Mitchell,Alabama,36856.0,2262
284,66127.0,for_sale,854500,4,4,0.71,75659.0,Eufaula,Alabama,36027.0,4300
285,22012.0,for_sale,275500,3,2,0.28,410620.0,Eufaula,Alabama,36027.0,1780
287,8785.0,for_sale,21500,3,2,2.03,1999966.0,Eufaula,Alabama,36027.0,1980
288,8785.0,for_sale,10000,3,2,0.42,1907321.0,Eufaula,Alabama,36027.0,1980
289,43399.0,for_sale,24900,3,2,2.0,1868471.0,Eufaula,Alabama,36027.0,1980
290,98579.0,for_sale,175000,3,2,0.72,1121225.0,Eufaula,Alabama,36027.0,1685
291,8785.0,for_sale,125000,3,2,8.0,1893355.0,Eufaula,Alabama,36027.0,1980
294,8785.0,for_sale,750000,3,2,58.0,1893355.0,Eufaula,Alabama,36027.0,1980
296,66146.0,for_sale,995000,3,2,20.86,1893672.0,Eufaula,Alabama,36027.0,1980
299,106473.0,for_sale,15000,3,2,0.7,1859495.0,Eufaula,Alabama,36027.0,1980
300,110022.0,for_sale,20000,3,2,2.0,1608213.0,Midway,Alabama,36053.0,1980
301,43399.0,for_sale,29500,3,2,0.41,1843954.0,Eufaula,Alabama,36027.0,1980
302,8785.0,for_sale,149900,3,2,0.25,1994521.0,Eufaula,Alabama,36027.0,1980
303,33581.0,for_sale,24000,3,2,0.52,97021.0,Eufaula,Alabama,36027.0,1980
304,8785.0,for_sale,119000,3,2,0.5,1994520.0,Eufaula,Alabama,36027.0,1980
305,56251.0,for_sale,750000,3,2,15.0,1896986.0,Eufaula,Alabama,36027.0,1980
