user_id,listing_id
3,4581
3,7537
3,1781
3,6405
3,6589
3,2874
3,2912
3,22809
3,6587
3,5444
3,10604
3,8523
3,18013
3,20162
3,17192
3,5788
3,16059
3,3489
3,21551
3,13359
3,23657
3,27096
3,6176
3,8777
3,26051
3,26608
3,14787
3,20457
3,24715
3,16711
3,7971
3,9043
3,5586
3,11075
3,22836
3,12149
3,9467
3,14309
3,4183
3,6453
3,22855
3,21633
3,14415
3,3187
3,20084
3,13245
3,10985
3,20846
3,9065
3,22190
3,20434
3,25969
3,10413
3,20905
3,11146
3,14866
3,8593
4,5971
4,5428
4,16708
4,21774
4,20855
4,5749
4,20159
4,26699
4,9253
4,14864
4,91
4,1136
4,2853
4,12525
4,25816
4,1240
4,15063
4,12558
4,18819
4,13151
4,23659
4,16090
4,9043
4,6812
4,20891
4,20336
4,1409
4,16230
4,21531
4,16977
4,18257
4,22279
4,501
4,4897
4,8409
4,12748
4,9527
4,8619
4,1819
4,23006
4,21999
4,11848
4,18854
4,13860
4,20899
4,24032
4,12108
4,5813
4,8131
4,9772
4,13646
4,22740
4,14623
4,2496
4,5089
4,11356
4,743
4,22231
4,24798
4,8424
4,14942
4,27269
4,11284
4,8677
4,1230
4,6592
4,4550
4,9006
4,24441
4,25550
4,9979
4,12148
4,15913
4,4022
4,13849
4,22422
4,7734
4,20572
4,20702
4,151
4,14421
4,2592
4,17790
4,26174
4,12066
4,4562
4,5958
4,7317
4,7046
4,3395
4,12196
4,2434
4,26774
4,21313
4,16891
4,13337
4,21747
4,14727
4,22611
4,8857
4,23131
4,18930
4,21737
4,24358
4,3153
4,15358
4,24530
4,476
4,24970
4,191
4,25531
4,23587
4,23951
4,8963
4,15757
4,3997
4,12226
4,1757
4,22744
4,16165
4,24382
4,15749
4,10569
4,1456
4,12386
4,2266
4,13864
4,9137
4,3127
4,11966
4,8936
4,20110
4,7117
4,22140
4,23647
4,8623
5,2394
5,767
5,14108
5,1661
5,9250
5,14910
5,1328
5,9013
5,6151
5,7532
5,6408
5,15878
5,9363
5,12557
5,2410
5,17698
5,24476
5,21842
5,11596
5,20097
5,1981
5,7244
5,11085
5,5351
5,1915
5,10638
5,21425
5,20728
5,18135
5,22050
5,17928
5,4638
5,25344
5,12394
5,11340
5,10262
5,21446
5,2294
5,7556
5,26190
5,20988
5,5689
5,10166
5,1640
5,12562
5,6417
5,15344
5,22652
5,22705
5,12126
5,3552
5,4887
5,25376
5,13409
5,3116
5,2935
5,26373
5,23729
5,6715
5,22608
5,23331
5,16318
5,1026
5,15944
5,25112
5,22853
5,24811
5,25830
5,4352
5,3736
5,17480
5,15793
5,3627
5,2245
5,6435
5,2310
5,1381
5,21937
5,20084
5,2280
5,3644
5,8332
5,4858
5,22632
5,15754
5,7222
5,3084
5,12346
5,10674
5,18308
5,18814
5,9559
5,22761
5,10282
5,18750
5,22488
5,19381
5,2201
5,1634
5,16887
5,19168
5,27219
5,9678
5,13899
5,15222
5,21569
5,24404
5,18468
5,7186
5,20462
5,22715
5,19231
5,6771
5,7294
5,7379
5,8141
5,9803
5,25913
5,27232
5,11474
5,11249
5,12051
5,13252
5,20780
5,26173
5,12517
5,23054
5,1656
5,7854
5,18041
5,24757
5,20442
5,6115
5,12533
5,18477
5,11880
6,22512
6,9814
6,12767
6,14812
6,3123
6,10518
6,15696
6,13904
6,9055
6,14167
6,10819
6,17675
6,9623
6,25501
6,10915
6,22762
6,21989
6,22746
6,3227
6,16191
6,23786
6,25434
6,1431
6,22667
6,10299
6,19499
6,10359
6,12117
6,16073
6,19430
6,26565
6,25230
6,23268
6,20066
6,23397
6,160
6,22000
6,24225
6,20832
6,6328
6,11304
6,2305
6,11736
6,13354
6,5538
6,11976
6,5818
6,26310
6,15160
6,24716
6,3055
6,21159
6,26839
6,22054
6,306
6,23312
6,9152
6,9989
6,10159
6,26786
6,6321
6,12247
6,10891
6,13999
6,9185
6,3906
6,8171
6,10417
6,11410
6,16535
6,16083
6,1204
6,18913
6,13391
6,3655
6,354
6,21115
6,11194
6,15078
6,20319
6,18624
6,20463
6,23693
6,2315
6,14409
6,15049
6,13671
6,26772
6,8306
6,10565
6,9284
6,13051
6,16921
6,16876
6,19826
6,9813
6,6469
6,15619
6,8669
6,21255
6,22101
6,4440
6,20804
6,22380
6,16504
6,24653
6,23754
6,23884
6,7593
6,19649
6,23690
6,21603
6,242
6,8039
6,4535
6,16326
6,13914
6,24944
6,6115
6,22287
6,4365
6,22261
6,952
6,21649
6,3068
6,688
6,16536
6,13250
6,25381
6,13839
6,1872
6,14188
6,13684
6,23956
6,15263
6,19431
7,4554
7,19279
7,11911
7,4439
7,18557
7,2127
7,7925
7,14355
7,18289
7,2890
7,1590
7,13830
7,21653
7,13631
7,6740
7,13914
7,3542
7,10630
7,15942
7,23798
7,8675
7,3963
7,23764
7,10092
7,1248
7,18666
7,1472
7,1037
7,20046
7,1458
7,12134
7,15053
7,16456
7,14203
7,15536
7,26019
7,20560
7,2391
7,21562
7,13535
7,2125
7,10079
7,12137
7,25373
7,23589
7,8414
7,3809
7,21943
7,12878
7,10088
7,13686
7,15152
7,8319
7,4459
7,15912
7,16171
7,21798
7,17319
7,18269
7,19835
7,8090
7,24264
7,1915
7,8949
7,17070
7,27261
7,8308
7,7425
7,8882
7,15706
7,26240
7,4997
7,6525
7,7551
7,6155
7,16461
7,1039
7,1287
7,23945
7,4430
7,17353
7,4703
7,14537
7,12568
7,18184
7,2597
7,12056
7,12075
7,12129
7,15398
7,12212
7,12628
7,8431
7,16295
7,9751
7,215
7,21956
7,15584
7,382
7,15287
7,4370
7,14101
7,10523
7,17400
7,9560
7,17102
7,17767
7,19382
7,12545
7,4397
7,23328
7,16997
7,18124
7,6328
7,26749
7,4568
7,21460
7,21828
7,7823
7,17019
7,16772
7,27244
7,21025
7,13669
7,13061
7,8382
7,20480
7,8207
7,3444
7,20374
7,7667
7,7047
7,25626
7,11545
7,7768
7,11888
8,9786
8,2006
8,26278
8,15549
8,7822
8,27063
8,7578
8,10822
8,6285
8,15458
8,9752
8,10477
8,3863
8,6073
8,17847
8,15454
8,12549
8,23558
8,23310
8,25157
8,14965
8,23901
8,11745
8,8492
8,6301
8,8781
8,19302
8,19494
8,10609
8,14753
8,14407
8,12269
8,21846
8,1902
8,21499
8,546
8,20340
8,25067
8,407
8,23570
8,2407
8,8085
8,24499
8,4237
8,578
8,6183
8,4145
8,18268
8,25873
8,25237
8,130
8,16042
8,15659
8,22821
8,5797
8,11027
8,2056
8,6728
8,521
8,9495
8,17332
8,2663
8,4522
8,19307
8,3800
8,17673
8,13705
8,22449
8,23036
8,15139
8,16752
8,26704
8,15212
8,24054
8,26507
8,24855
8,22945
8,601
8,23407
8,3075
8,21747
8,16465
8,15827
8,10611
8,21404
8,20470
8,10469
8,10063
8,20095
8,8985
8,23568
8,3958
8,24564
8,477
8,15214
8,24183
8,5160
8,5983
8,12290
8,24910
8,2654
8,24160
8,26617
8,12501
8,14481
8,9662
8,19512
8,18566
8,21163
8,22640
8,7544
8,4852
8,15491
8,9211
8,1738
8,13578
8,23427
8,9743
8,3271
8,271
8,11925
8,4070
8,19989
8,7948
8,11547
8,14246
8,10458
8,15459
8,7081
8,8699
8,24338
8,14085
8,18841
8,25796
8,19646
8,20068
9,20370
9,6142
9,8152
9,21089
9,13941
9,12865
9,3808
9,7359
9,26170
9,25659
9,24005
9,3427
9,19333
9,20853
9,6257
9,18495
9,26833
9,16936
9,11442
9,26046
9,9019
9,12348
9,26172
9,13793
9,22965
9,3423
9,13105
9,7858
9,24013
9,5376
9,14255
9,4186
9,14169
9,17248
9,14271
9,24026
9,20842
9,7174
9,3206
9,11218
9,22048
9,3944
9,11479
9,15243
9,6554
9,18294
9,22548
9,6007
9,18437
9,675
9,6582
9,13113
9,11322
9,19546
9,557
9,3966
9,22632
9,21886
9,6880
9,1451
9,15032
9,7671
9,2464
9,7213
9,23344
9,20515
9,20774
9,16382
9,4960
9,1708
9,6862
9,23395
9,18002
9,541
9,6684
9,20664
9,17900
9,23661
9,93
9,4376
9,26661
9,23048
9,24626
9,19024
9,14795
9,14740
9,14895
9,12690
9,10468
9,6033
9,5758
9,9160
9,20579
9,16519
9,1364
9,14246
9,7240
9,22565
9,21473
9,225
9,7505
9,2461
9,12897
9,12238
9,15497
9,21514
9,15433
9,25713
9,12058
9,7175
9,24315
9,18340
9,20429
9,24654
9,24282
9,14425
9,978
9,18619
9,17785
9,20516
9,6151
9,6606
9,7813
9,21638
9,12448
9,23753
9,25750
9,26225
9,19403
9,19607
9,15786
9,21903
9,15378
9,25244
9,3926
9,12378
10,17551
10,5315
10,6063
10,354
10,27095
10,13562
10,18376
10,15520
10,13934
10,16685
10,752
10,26989
10,4293
10,14950
10,20838
10,17136
10,25185
10,25392
10,23093
10,17017
10,12887
10,26948
10,24806
10,26610
10,21276
10,25085
10,2775
10,19375
10,15164
10,3983
10,1022
10,23049
10,21167
10,930
10,5179
10,15236
10,17018
10,4027
10,5325
10,20966
10,303
10,11866
10,315
10,26465
10,20425
10,21980
10,2895
10,5787
10,24832
10,7416
10,14088
10,21559
10,2625
10,16178
10,13284
10,24087
10,15376
10,791
10,12228
10,13272
10,26666
10,6157
10,26320
10,12943
10,13118
10,8818
10,21063
10,16700
10,9221
10,23115
10,5016
10,8768
10,3801
10,24450
10,350
10,21210
10,15852
10,14998
10,4862
10,8118
10,19960
10,20619
10,3028
10,8453
10,9248
10,21438
10,1085
10,24672
10,22052
10,14606
10,26273
10,1010
10,24378
10,6520
10,7908
10,17327
10,10223
10,15249
10,22578
10,25440
10,12134
10,9282
10,14572
10,2473
10,10470
10,7677
10,16195
10,22010
10,11297
10,7602
10,12417
10,14050
10,24913
10,15985
10,22784
10,12586
10,19967
10,19866
10,9459
10,2270
10,6877
10,5880
10,22475
10,5504
10,16513
10,8252
10,11468
10,12848
10,20223
10,10844
10,18186
10,236
10,5137
10,16314
10,3930
10,13345
11,13286
11,19283
11,8653
11,4280
11,2843
11,5005
11,17548
11,2317
11,8228
11,10575
11,19601
11,21964
11,9705
11,13974
11,20695
11,22582
11,12379
11,14529
11,6699
11,26501
11,11416
11,22368
11,276
11,17607
11,22507
11,4953
11,6319
11,7334
11,8639
11,5484
11,12362
11,8526
11,6707
11,22941
11,14463
11,22230
11,208
11,11991
11,2357
11,15942
11,7019
11,8158
11,26779
11,10055
11,15531
11,15319
11,19998
11,3545
11,22456
11,21031
11,717
11,11159
11,1046
11,22627
11,2083
11,21669
11,21006
11,21393
11,2062
11,15528
11,1181
11,26811
11,412
11,12099
11,25545
11,13760
11,8231
11,17157
11,25954
11,5361
11,16862
11,26773
11,4909
11,21070
11,22408
11,17429
11,25742
11,9176
11,7924
11,22801
11,12942
11,6603
11,6455
11,16954
11,24726
11,17088
11,16746
11,19060
11,5692
11,24760
11,16248
11,26226
11,14114
11,19693
11,3745
11,2763
11,20062
11,9808
11,12264
11,1967
11,18603
11,8326
11,19008
11,24158
11,10984
11,11754
11,20911
11,11118
11,26234
11,9014
11,26528
11,20049
11,11046
11,10181
11,13969
11,6922
11,12247
11,22157
11,6214
11,22949
11,9503
11,6204
11,22821
11,766
11,4155
11,16730
11,12622
11,12658
11,21688
11,4271
11,15658
11,18506
11,14769
11,8045
11,22745
11,25489
12,24715
12,9268
12,17589
12,1095
12,8410
12,22735
12,6737
12,23055
12,2187
12,4374
12,6344
12,15839
12,19048
12,23849
12,4380
12,631
12,5148
12,1350
12,12473
12,17533
12,5397
12,3986
12,21001
12,13450
12,9061
12,4063
12,17490
12,2679
12,26393
12,10831
12,22985
12,7081
12,24484
12,429
12,22611
12,20851
12,20280
12,26572
12,18891
12,25549
12,1503
12,12812
12,2501
12,22612
12,12453
12,8945
12,25116
12,12047
12,9993
12,23576
12,10635
12,26043
12,27036
12,25698
12,7775
12,5030
12,9986
12,11089
12,4622
12,3357
12,15264
12,26141
12,24124
12,27118
12,13643
12,6694
12,10450
12,13940
12,3147
12,25324
12,5377
12,21224
12,6952
12,26854
12,484
12,11079
12,5000
12,12401
12,16997
12,1044
12,6251
12,17028
12,7574
12,18014
12,15393
12,1464
12,2224
12,7643
12,20623
12,21255
12,21636
12,11895
12,26319
12,20821
12,13980
12,23312
12,20408
12,21477
12,10895
12,9246
12,10979
12,19256
12,2275
12,6719
12,9767
12,6156
12,13576
12,11917
12,22733
12,7351
12,2257
12,12073
12,7930
12,2059
12,24072
12,922
12,1208
12,13365
12,16076
12,603
12,4900
12,14939
12,5701
12,13911
12,25446
12,20098
12,7462
12,10522
12,2342
12,10901
12,11355
12,8835
12,1881
12,18619
12,6792
12,26366
13,9314
13,13073
13,27241
13,24501
13,26938
13,605
13,12578
13,24656
13,19077
13,24737
13,3041
13,21307
13,9457
13,1352
13,24612
13,20724
13,2251
13,11040
13,9347
13,10824
13,4648
13,17554
13,26360
13,22884
13,27202
13,22477
13,2709
13,18875
13,6615
13,15118
13,15812
13,4079
13,5447
13,3032
13,20674
13,5979
13,367
13,24996
13,14614
13,3033
13,4401
13,3531
13,23323
13,3072
13,363
13,25108
13,8362
13,20176
13,4608
13,8731
13,16972
13,9839
13,8661
13,12887
13,4087
13,9086
13,6379
13,18337
13,17960
13,25061
13,14078
13,21980
13,24495
13,19613
13,19086
13,21407
13,8650
13,9853
13,15975
13,13020
13,1344
13,2876
13,21327
13,16392
13,11002
13,11505
13,23567
13,8456
13,26473
13,7484
13,18888
13,9930
13,22331
13,11273
13,24725
13,6059
13,26731
13,7130
13,9770
13,6706
13,7679
13,6804
13,21579
13,10618
13,18562
13,23058
13,7533
13,20431
13,18116
13,8445
13,6769
13,8793
13,2806
13,10202
13,17711
13,5221
13,21649
13,24690
13,2222
13,13350
13,23919
13,14586
13,24347
13,13572
13,1964
13,26209
13,24592
13,21429
13,22897
13,17495
13,6957
13,7060
13,9132
13,1821
13,14113
13,2594
13,9344
13,12925
13,6159
13,4736
13,2897
13,4202
13,10466
13,8589
13,9395
13,17042
14,430
14,23576
14,2998
14,4565
14,2066
14,3779
14,21388
14,19297
14,4360
14,8597
14,6220
14,16476
14,24489
14,12353
14,17199
14,4933
14,9608
14,21839
14,23747
14,19704
14,12710
14,15353
14,14281
14,12234
14,17733
14,375
14,17646
14,20398
14,24555
14,27261
14,22336
14,20896
14,21049
14,7366
14,26272
14,5246
14,16179
14,21768
14,9634
14,10518
14,17095
14,16158
14,2243
14,13213
14,19746
14,18800
14,22601
14,363
14,2707
14,3576
14,7157
14,8041
14,6282
14,11969
14,25679
14,18754
14,10951
14,15775
14,21300
14,9985
14,13194
14,10180
14,15286
14,6679
14,7981
14,21881
14,23425
14,23588
14,22272
14,17798
14,3991
14,89
14,6671
14,20810
14,18623
14,24660
14,15237
14,23431
14,1849
14,5216
14,8693
14,3788
14,7884
14,25652
14,16927
14,19089
14,3687
14,9645
14,24993
14,19106
14,2109
14,916
14,18712
14,24605
14,19063
14,9701
14,27265
14,26381
14,14984
14,810
14,22668
14,9583
14,24557
14,17998
14,15450
14,2178
14,7259
14,8912
14,3752
14,11195
14,21598
14,22287
14,18651
14,19166
14,22775
14,24502
14,18031
14,19278
14,3909
14,1831
14,599
14,15016
14,25086
14,5714
14,25134
14,21937
14,22217
14,4006
14,13321
14,22299
14,3699
14,23904
14,25722
14,749
14,4957
14,22887
15,14730
15,10701
15,15841
15,14738
15,11144
15,18086
15,18674
15,16645
15,25777
15,2559
15,18767
15,8629
15,2875
15,9251
15,10414
15,514
15,25334
15,24802
15,13389
15,13419
15,12810
15,2701
15,828
15,20193
15,12827
15,25453
15,18441
15,11126
15,11341
15,615
15,14670
15,3706
15,7027
15,22431
15,24471
15,24541
15,7247
15,9004
15,4469
15,7556
15,6891
15,437
15,1840
15,11139
15,14469
15,13834
15,7209
15,14094
15,23704
15,1562
15,15205
15,1829
15,1745
15,4842
15,7194
15,5381
15,690
15,10396
15,18494
15,13485
15,23602
15,24995
15,5666
15,10063
15,20541
15,20885
15,5942
15,27012
15,21670
15,19628
15,14127
15,26314
15,5925
15,22296
15,20
15,4635
15,27064
15,9486
15,7276
15,2407
15,11742
15,14242
15,3977
15,18452
15,8959
15,3987
15,18701
15,1395
15,23935
15,12488
15,26010
15,23981
15,20869
15,8431
15,15229
15,18357
15,2368
15,20419
15,18244
15,21890
15,1240
15,2620
15,26980
15,18731
15,15029
15,21055
15,24990
15,13938
15,18081
15,21477
15,310
15,13966
15,16146
15,11279
15,20293
15,12002
15,21638
15,1879
15,5046
15,5498
15,22803
15,10177
15,3894
15,23060
15,22914
15,1154
15,21892
15,2286
15,4225
15,16779
15,10114
15,26726
15,25473
15,5390
15,21312
15,3759
16,4720
16,22465
16,2529
16,12857
16,22230
16,11518
16,19774
16,2962
16,13555
16,5740
16,4961
16,21391
16,10453
16,21356
16,2185
16,15218
16,6906
16,15742
16,17190
16,11073
16,18865
16,21587
16,18606
16,14916
16,25623
16,9759
16,18193
16,8303
16,26271
16,18903
16,15389
16,15546
16,21487
16,7287
16,18783
16,4905
16,24167
16,8859
16,23784
16,5291
16,22257
16,4981
16,12589
16,21446
16,6834
16,592
16,22667
16,1658
16,16005
16,17502
16,17876
16,7780
16,6178
16,7684
16,10439
16,23522
16,17898
16,19732
16,919
16,19748
16,11216
16,23623
16,6980
16,2766
16,8987
16,4878
16,5298
16,21162
16,21812
16,24995
16,20996
16,14946
16,7014
16,1503
16,957
16,14249
16,24783
16,1078
16,14820
16,18401
16,10383
16,22336
16,9998
16,18912
16,7630
16,23321
16,12177
16,11911
16,17141
16,246
16,22010
16,23438
16,5388
16,11232
16,14105
16,18252
16,11185
16,12738
16,15645
16,13800
16,18344
16,12658
16,19016
16,26652
16,21981
16,5295
16,6298
16,15987
16,22080
16,8844
16,6789
16,15901
16,10409
16,7142
16,14729
16,6076
16,21701
16,6955
16,3786
16,17750
16,26061
16,1916
16,3315
16,26464
16,1892
16,2990
16,19088
16,4147
16,17356
16,17613
16,11332
16,24472
16,22604
16,7899
16,10075
16,25669
17,14147
17,13389
17,19580
17,18413
17,2942
17,25977
17,9945
17,22236
17,6743
17,2414
17,6840
17,1910
17,5561
17,5805
17,2321
17,22035
17,20151
17,13160
17,8112
17,21907
17,3100
17,19792
17,26034
17,6047
17,5601
17,22118
17,19133
17,24230
17,25753
17,12812
17,7680
17,20343
17,9305
17,17971
17,8556
17,17663
17,22172
17,15749
17,3404
17,3096
17,21979
17,343
17,4419
17,8459
17,8272
17,16919
17,451
17,24631
17,5723
17,17480
17,25223
17,21703
17,4028
17,13481
17,23629
17,27082
17,7997
17,18665
17,20359
17,9290
17,1775
17,24055
17,4688
17,2040
17,6747
17,23253
17,15861
17,23867
17,13601
17,13918
17,7514
17,13716
17,14238
17,22394
17,9114
17,3897
17,22540
17,18430
17,4476
17,22130
17,18081
17,18152
17,18538
17,19476
17,2385
17,26667
17,10301
17,14587
17,3112
17,18602
17,1232
17,773
17,16070
17,27131
17,6213
17,14734
17,3284
17,10852
17,1486
17,16290
17,25085
17,1821
17,9993
17,15206
17,8310
17,7120
17,12063
17,12239
17,22403
17,11737
17,12089
17,8315
17,4612
17,4006
17,3212
17,5197
17,25661
17,3329
17,8669
17,21154
17,3433
17,20827
17,19561
17,16837
17,5248
17,23610
17,21908
17,10110
17,25807
17,24529
17,21827
17,20966
17,6906
17,8353
17,9904
17,10768
18,2843
18,14246
18,7175
18,19703
18,678
18,23152
18,3145
18,25187
18,2277
18,2516
18,6259
18,18843
18,8116
18,993
18,16881
18,6853
18,321
18,3606
18,24152
18,12593
18,26283
18,6921
18,26386
18,1615
18,1227
18,27123
18,1217
18,1119
18,21485
18,19485
18,23972
18,18205
18,6674
18,1068
18,7109
18,8033
18,16329
18,7823
18,13235
18,6886
18,3297
18,14868
18,2914
18,26888
18,19909
18,17469
18,2623
18,12943
18,19526
18,20153
18,15771
18,19655
18,20084
18,9793
18,25652
18,7911
18,16851
18,14058
18,21537
18,25755
18,13044
18,24418
18,1134
18,15874
18,12678
18,14106
18,17011
18,10670
18,16493
18,14173
18,6572
18,3233
18,6419
18,7641
18,25941
18,24364
18,18019
18,6600
18,3827
18,3624
18,15920
18,6959
18,4819
18,13211
18,11
18,7609
18,10395
18,26037
18,23515
18,5668
18,3625
18,18946
18,18973
18,6111
18,21747
18,23387
18,23267
18,25711
18,22996
18,19714
18,22168
18,5575
18,20140
18,1978
18,12292
18,4256
18,8807
18,12968
18,2120
18,27252
18,1695
18,4878
18,6377
18,4832
18,7887
18,21775
18,7788
18,6834
18,5374
18,23206
18,5808
18,19652
18,22847
18,25034
18,17505
18,15992
18,25893
18,24600
18,9840
18,14731
18,13057
18,23166
18,26828
18,16713
18,24721
18,10005
19,16547
19,19771
19,27073
19,5867
19,553
19,26143
19,26643
19,3596
19,25492
19,4702
19,11455
19,24620
19,2688
19,18186
19,17942
19,574
19,25589
19,20151
19,6079
19,2490
19,1054
19,5687
19,1284
19,21015
19,23946
19,2729
19,4636
19,26876
19,1391
19,26084
19,3078
19,3545
19,14949
19,20586
19,18027
19,13728
19,8990
19,9719
19,26276
19,16248
19,23616
19,14012
19,26098
19,16365
19,18336
19,23630
19,3782
19,6514
19,14912
19,3967
19,23053
19,16278
19,7651
19,9412
19,26889
19,24045
19,15347
19,414
19,6225
19,20715
19,9144
19,3522
19,14150
19,22757
19,20070
19,20745
19,2197
19,1902
19,21776
19,1573
19,5978
19,24653
19,8200
19,308
19,20319
19,16392
19,12300
19,19956
19,3024
19,24996
19,12122
19,23726
19,27250
19,26384
19,15915
19,1437
19,23533
19,652
19,5725
19,21245
19,2196
19,16856
19,1020
19,8631
19,3492
19,6745
19,27145
19,27060
19,23037
19,6196
19,13717
19,2723
19,19226
19,8183
19,23341
19,3588
19,13707
19,8877
19,6369
19,13902
19,14260
19,26572
19,13014
19,13548
19,26728
19,25724
19,5683
19,6136
19,9536
19,20079
19,8681
19,13598
19,3416
19,19688
19,15551
19,11658
19,16209
19,22946
19,12278
19,8755
19,21399
19,4570
19,22822
19,23385
19,19440
19,6417
20,18872
20,18809
20,10450
20,12715
20,14666
20,2339
20,27237
20,6283
20,18837
20,12069
20,15740
20,1736
20,22491
20,15276
20,24706
20,13059
20,18131
20,11846
20,11197
20,1601
20,20392
20,20072
20,8442
20,24130
20,25749
20,9052
20,15909
20,1138
20,27188
20,2733
20,14581
20,22203
20,12399
20,4246
20,24571
20,7951
20,5804
20,1284
20,16897
20,25312
20,9852
20,3632
20,20105
20,26089
20,9563
20,6370
20,2207
20,4700
20,14064
20,17838
20,5708
20,748
20,5002
20,18302
20,3186
20,4848
20,17897
20,19344
20,15260
20,25079
20,14225
20,13792
20,14175
20,23490
20,3235
20,6953
20,10907
20,774
20,2082
20,25248
20,8396
20,19158
20,6319
20,7043
20,8059
20,26731
20,22670
20,15418
20,8481
20,8721
20,5745
20,5574
20,15640
20,10400
20,20750
20,13120
20,21168
20,10845
20,19670
20,4714
20,17099
20,25680
20,23988
20,5165
20,23226
20,25650
20,792
20,16961
20,15211
20,19933
20,7230
20,12875
20,7654
20,12005
20,25273
20,2181
20,9151
20,5308
20,23191
20,20721
20,3402
20,5319
20,2852
20,19491
20,9494
20,8531
20,2619
20,10128
20,23323
20,21910
20,1964
20,4706
20,24538
20,914
20,11638
20,9266
20,5805
20,15859
20,14181
20,15308
20,24683
20,21128
20,4942
20,6363
20,11300
20,22118
21,5926
21,22214
21,13796
21,13755
21,8847
21,9439
21,22752
21,12645
21,23920
21,3118
21,18260
21,18937
21,10679
21,14225
21,21996
21,3476
21,26788
21,19176
21,21382
21,16593
21,20662
21,21413
21,20194
21,23110
21,494
21,12322
21,25718
21,14898
21,3366
21,12354
21,22918
21,973
21,12475
21,17210
21,12234
21,24640
21,26419
21,6620
21,25085
21,23537
21,15040
21,16824
21,13129
21,13995
21,24222
21,22901
21,19329
21,25512
21,5008
21,1015
21,19162
21,15442
21,26786
21,8418
21,17103
21,19744
21,2268
21,11318
21,22270
21,15062
21,23736
21,9626
21,3894
21,25854
21,2912
21,11386
21,2519
21,27230
21,2008
21,5609
21,8568
21,9151
21,8093
21,19459
21,121
21,21780
21,25589
21,24035
21,19153
21,12128
21,3554
21,19496
21,1678
21,20356
21,15642
21,13188
21,6573
21,22024
21,8125
21,10658
21,6895
21,10571
21,17879
21,16366
21,6993
